m,b,s2_m,s2_b,rho_sm_sb
-0.5128677107876085,-0.026766818379551312,0.0010115859512445744,0.002204332104700029,-0.0011965468431701964
-0.5112254008012995,-0.027407356751441774,0.0010131896741584412,0.002163344380457082,-0.001180482200175962
-0.5118160867626389,-0.02788788277639704,0.0010122039071013586,0.0021994693295919626,-0.0011936944179687106
-0.51223473018875,-0.02721038534961254,0.0010011721864013072,0.0021707220385654867,-0.00117458143023413
-0.5124206589733877,-0.026844398776214168,0.0010110592852437582,0.002200126656870361,-0.0011930746253643767
