m,b,s2_m,s2_b,rho_sm_sb
-0.6182806967716808,0.03492594015218716,0.0009395230197893838,0.0024189692115359047,-0.001191832352887244
-0.6188340158482172,0.03579197487018456,0.0009426825912295934,0.002456153957541307,-0.0012048738604705025
-0.6186312323702038,0.03433798262341,0.0009380196853680399,0.0024172467145881105,-0.0011852618012909745
-0.619092673367354,0.03553603176539889,0.0009621855109581822,0.002454903570048227,-0.0012167323487460697
-0.6186660716050831,0.034891479197444716,0.0009415178414428555,0.0024366045180709453,-0.001195820538333575
