_RAJ2000,_DEJ2000,Star,RAJ2000,DEJ2000,o_Vmag,Vmag,e_Vmag,B-V,e_B-V,U-B,e_U-B,V-R,e_V-R,R-I,e_R-I,V-I,e_V-I,Nd,Omag,Emag,Jmag,Fmag,Nmag
13.875,0.7428,92 348,00 55 30,+00 44 34,4,12.109000205993652,0.0010000000474974513,0.5979999899864197,0.001500000013038516,0.0560000017285347,0.0035000001080334187,0.3449999988079071,0.001500000013038516,0.3409999907016754,0.0005000000237487257,0.6880000233650208,0.0020000000949949026,2,12.829999923706055,11.40999984741211,12.829999923706055,11.40999984741211,11.25
13.8833,0.8853,92 417,00 55 32,+00 53 07,6,15.92199993133545,0.01269999984651804,0.47699999809265137,0.018799999728798866,-0.1850000023841858,0.03180000185966492,0.35100001096725464,0.01510000042617321,0.3050000071525574,0.06780000030994415,0.6570000052452087,0.0625,3,15.869999885559082,15.449999809265137,16.3799991607666,15.449999809265137,15.229999542236328
13.9167,0.605,92 263,00 55 40,+00 36 18,52,11.781999588012695,0.0010999999940395355,1.0479999780654907,0.00139999995008111,0.8429999947547913,0.0032999999821186066,0.5630000233650208,0.0010000000474974513,0.5220000147819519,0.0010999999940395355,1.0870000123977661,0.001500000013038516,35,12.9399995803833,10.989999771118164,12.760000228881836,10.989999771118164,10.569999694824219
13.975,1.195,92 497,00 55 54,+01 11 42,1,13.642000198364258,0.0,0.7289999723434448,0.0,0.25699999928474426,0.0,0.40400001406669617,0.0,0.3779999911785126,0.0,0.7829999923706055,0.0,1,14.319999694824219,12.850000381469727,14.670000076293945,12.850000381469727,12.84000015258789
13.9875,1.1778,92 498,00 55 57,+01 10 40,1,14.407999992370605,0.0,1.0099999904632568,0.0,0.7940000295639038,0.0,0.6480000019073486,0.0,0.531000018119812,0.0,1.180999994277954,0.0,1,15.079999923706055,13.399999618530273,15.449999809265137,13.399999618530273,13.140000343322754
13.9917,1.1733,92 500,00 55 58,+01 10 24,1,15.840999603271484,0.0,1.003000020980835,0.0,0.210999995470047,0.0,0.7379999756813049,0.0,0.5989999771118164,0.0,1.3380000591278076,0.0,1,16.209999084472656,14.8100004196167,16.670000076293945,14.8100004196167,14.460000038146973
13.9958,0.8828,92 425,00 55 59,+00 52 58,36,13.940999984741211,0.003800000064074993,1.190999984741211,0.0066999997943639755,1.1729999780654907,0.011500000022351742,0.7549999952316284,0.002300000051036477,0.6269999742507935,0.0027000000700354576,1.3839999437332153,0.003800000064074993,19,14.869999885559082,12.800000190734863,15.09000015258789,12.800000190734863,12.449999809265137
14.0,1.1811,92 501,00 56 00,+01 10 52,1,12.958000183105469,0.0,0.6100000143051147,0.0,0.06800000369548798,0.0,0.3449999988079071,0.0,0.3310000002384186,0.0,0.6769999861717224,0.0,1,13.649999618530273,12.319999694824219,13.930000305175781,12.319999694824219,11.989999771118164
14.0,0.8814,92 426,00 56 00,+00 52 53,8,14.465999603271484,0.00989999994635582,0.7289999723434448,0.013100000098347664,0.18400000035762787,0.02930000051856041,0.41200000047683716,0.007799999788403511,0.3959999978542328,0.012400000356137753,0.8090000152587891,0.012000000104308128,4,14.930000305175781,13.420000076293945,15.289999961853027,13.420000076293945,13.739999771118164
14.025,0.8464,92 355,00 56 06,+00 50 47,15,14.96500015258789,0.008799999952316284,1.1640000343322754,0.012400000356137753,1.2009999752044678,0.04650000110268593,0.7590000033378601,0.007000000216066837,0.6449999809265137,0.005200000014156103,1.406000018119812,0.008999999612569809,7,15.649999618530273,13.649999618530273,16.18000030517578,13.649999618530273,13.529999732971191
14.0292,1.005,92 427,00 56 07,+01 00 18,2,14.95300006866455,0.002099999925121665,0.8090000152587891,0.008500000461935997,0.35199999809265137,0.02329999953508377,0.4620000123977661,0.00139999995008111,2.921999931335449,0.011300000362098217,3.2750000953674316,0.009200000204145908,1,15.359999656677246,14.109999656677246,15.829999923706055,14.109999656677246,14.079999923706055
14.0333,1.0733,92 502,00 56 08,+01 04 24,1,11.812000274658203,0.0,0.4860000014305115,0.0,-0.0949999988079071,0.0,0.2840000092983246,0.0,0.2919999957084656,0.0,0.5759999752044678,0.0,1,11.930000305175781,11.34000015258789,11.75,11.3100004196167,11.130000114440918
14.0667,0.8878,92 430,00 56 16,+00 53 16,35,14.4399995803833,0.004100000020116568,0.5669999718666077,0.005200000014156103,-0.03999999910593033,0.008100000210106373,0.33799999952316284,0.002899999963119626,0.33799999952316284,0.004900000058114529,0.6759999990463257,0.005100000184029341,18,14.819999694824219,13.670000076293945,15.199999809265137,13.670000076293945,13.5
14.1125,0.6981,92 276,00 56 27,+00 41 53,21,12.03600025177002,0.0038999998942017555,0.6290000081062317,0.002199999988079071,0.06700000166893005,0.0038999998942017555,0.36800000071525574,0.003100000089034438,0.3569999933242798,0.003100000089034438,0.7260000109672546,0.005200000014156103,11,12.350000381469727,11.390000343322754,12.050000190734863,11.350000381469727,11.069999694824219
